timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz], utilization.memory [%], name
2024/05/07 20:55:54.877, 40, 5.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:54.981, 58, 163.07 W, 1920 MHz, 88 %, 6500 MHz, 1920 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:54.984, 60, 167.83 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:54.986, 39, 4.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:54.990, 40, 5.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.093, 58, 167.28 W, 1920 MHz, 88 %, 6500 MHz, 1920 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:55.096, 60, 158.12 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:55.099, 39, 4.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.103, 40, 5.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.206, 57, 159.29 W, 1920 MHz, 87 %, 6500 MHz, 1920 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.211, 60, 165.91 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:55.216, 39, 4.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.220, 40, 5.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.323, 58, 168.80 W, 1920 MHz, 87 %, 6500 MHz, 1920 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:55.326, 60, 160.54 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:55.329, 39, 4.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.332, 40, 5.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.436, 58, 156.59 W, 1920 MHz, 87 %, 6500 MHz, 1920 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:55.439, 60, 159.40 W, 1905 MHz, 93 %, 6500 MHz, 1905 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.442, 39, 4.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.445, 40, 4.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.549, 58, 166.11 W, 1920 MHz, 86 %, 6500 MHz, 1920 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.554, 60, 166.73 W, 1905 MHz, 94 %, 6500 MHz, 1905 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.558, 39, 4.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.562, 40, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.665, 58, 170.71 W, 1920 MHz, 86 %, 6500 MHz, 1920 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.670, 61, 162.02 W, 1905 MHz, 94 %, 6500 MHz, 1905 MHz, 51 %, Quadro RTX 5000
2024/05/07 20:55:55.673, 39, 4.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.676, 40, 5.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.780, 58, 164.32 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:55.783, 60, 159.30 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:55.786, 39, 4.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.789, 40, 5.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.893, 58, 166.82 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:55.895, 61, 170.36 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:55.900, 39, 4.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:55.903, 40, 5.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.007, 58, 168.30 W, 1920 MHz, 90 %, 6500 MHz, 1920 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.010, 61, 158.43 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:56.013, 39, 4.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.016, 40, 5.37 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.120, 59, 165.85 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.123, 61, 170.85 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 52 %, Quadro RTX 5000
2024/05/07 20:55:56.126, 39, 4.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.129, 40, 5.06 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.233, 58, 170.57 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.236, 61, 160.58 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.238, 39, 4.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.242, 40, 4.98 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.346, 59, 166.44 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.349, 61, 170.22 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.351, 39, 4.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.355, 40, 5.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.459, 59, 172.08 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.461, 61, 164.38 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.465, 39, 4.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.469, 40, 5.13 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.573, 59, 165.27 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.579, 61, 162.86 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.584, 39, 4.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.588, 40, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.691, 58, 171.88 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.695, 61, 169.04 W, 1905 MHz, 90 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.698, 39, 4.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.701, 40, 5.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.805, 59, 167.49 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.808, 61, 167.51 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.811, 39, 4.24 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.815, 40, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.918, 59, 173.75 W, 1920 MHz, 92 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:56.921, 61, 164.88 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:56.928, 39, 4.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:56.931, 40, 5.08 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:57.035, 59, 161.14 W, 1920 MHz, 91 %, 6500 MHz, 1920 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:57.041, 61, 165.72 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 53 %, Quadro RTX 5000
2024/05/07 20:55:57.045, 39, 4.42 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:57.050, 40, 5.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:57.154, 59, 166.81 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
2024/05/07 20:55:57.157, 61, 165.83 W, 1905 MHz, 91 %, 6500 MHz, 1905 MHz, 55 %, Quadro RTX 5000
2024/05/07 20:55:57.159, 39, 4.53 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:57.163, 40, 5.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz, 0 %, Quadro RTX 5000
2024/05/07 20:55:57.266, 59, 175.41 W, 1920 MHz, 93 %, 6500 MHz, 1920 MHz, 54 %, Quadro RTX 5000
