timestamp, temperature.gpu, power.draw [W], clocks.current.sm [MHz], utilization.gpu [%], clocks.current.memory [MHz], clocks.current.graphics [MHz]
2024/05/07 21:16:42.546, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.649, 66, 149.43 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.652, 38, 8.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.656, 39, 7.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.659, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.762, 66, 149.93 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.768, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.772, 39, 7.91 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.775, 38, 9.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.878, 67, 143.73 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.881, 38, 8.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.884, 39, 7.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.888, 38, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.991, 66, 151.15 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:42.993, 38, 8.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:42.997, 39, 7.23 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.000, 38, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.104, 67, 145.36 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.108, 38, 8.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.112, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.115, 38, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.218, 67, 149.27 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.221, 38, 8.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.224, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.228, 38, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.332, 66, 147.08 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.335, 38, 8.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.338, 39, 7.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.342, 38, 9.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.446, 67, 146.52 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.448, 38, 8.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.452, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.456, 38, 9.81 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.559, 66, 146.01 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.561, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.565, 39, 7.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.568, 38, 9.85 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.671, 67, 149.43 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.674, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.678, 39, 7.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.681, 38, 9.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.784, 66, 140.69 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.787, 38, 8.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.790, 39, 7.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.794, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.897, 67, 152.31 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:43.899, 38, 8.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.903, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:43.906, 38, 9.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.010, 67, 141.07 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.016, 38, 8.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.023, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.026, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.129, 66, 154.06 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.132, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.135, 39, 7.27 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.138, 38, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.242, 67, 141.10 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.244, 38, 8.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.247, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.251, 38, 9.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.354, 67, 153.16 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.357, 38, 8.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.360, 39, 7.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.364, 38, 10.12 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.467, 67, 140.14 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.470, 38, 8.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.473, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.477, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.580, 67, 139.69 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.583, 38, 8.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.586, 39, 7.25 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.590, 38, 9.97 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.694, 67, 155.20 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.698, 38, 8.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.701, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.705, 38, 9.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.808, 67, 140.55 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.811, 38, 8.61 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.814, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.817, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.921, 67, 155.34 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:44.923, 38, 8.90 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.927, 39, 7.36 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:44.930, 38, 9.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.034, 67, 140.35 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.039, 38, 8.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.043, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.046, 38, 10.04 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.150, 67, 153.29 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.153, 38, 8.94 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.158, 39, 7.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.161, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.265, 67, 141.34 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.267, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.270, 39, 7.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.274, 38, 9.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.379, 67, 142.23 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.381, 38, 8.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.384, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.388, 38, 10.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.491, 66, 149.62 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.494, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.497, 39, 7.19 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.500, 38, 9.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.605, 67, 142.17 W, 1890 MHz, 99 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.607, 38, 8.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.611, 39, 7.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.614, 38, 10.11 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.717, 67, 152.01 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.723, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.727, 39, 7.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.730, 38, 9.48 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.834, 67, 143.79 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.837, 38, 8.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.840, 39, 7.50 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.843, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.947, 67, 148.10 W, 1890 MHz, 98 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:45.950, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.953, 39, 7.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:45.956, 38, 9.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.060, 66, 144.34 W, 1890 MHz, 98 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.066, 38, 8.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.069, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.073, 38, 9.46 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.176, 67, 145.73 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.178, 38, 8.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.183, 39, 7.26 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.186, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.289, 67, 148.27 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.292, 38, 8.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.296, 39, 7.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.299, 38, 9.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.403, 67, 147.07 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.406, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.409, 39, 7.39 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.412, 38, 10.17 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.516, 67, 147.27 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.519, 38, 8.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.522, 39, 7.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.525, 38, 9.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.629, 67, 149.20 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.631, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.635, 39, 7.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.638, 38, 10.09 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.741, 67, 143.77 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.745, 38, 8.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.748, 39, 7.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.751, 38, 9.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.856, 67, 150.53 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.858, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.862, 39, 7.33 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.865, 38, 9.31 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.968, 67, 140.57 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:46.971, 38, 8.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.974, 39, 7.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:46.978, 38, 10.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.081, 67, 142.61 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.083, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.087, 39, 7.28 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.090, 38, 9.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.193, 67, 152.62 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.195, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.199, 39, 7.15 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.202, 38, 9.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.306, 67, 140.18 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.310, 38, 8.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.314, 39, 7.55 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.317, 38, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.420, 67, 152.90 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.423, 38, 8.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.426, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.430, 38, 9.96 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.533, 67, 139.73 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.536, 38, 8.62 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.539, 39, 7.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.542, 38, 9.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.646, 67, 154.67 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.653, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.657, 39, 7.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.660, 38, 9.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.763, 67, 139.64 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.766, 38, 8.51 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.770, 39, 7.56 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.773, 38, 9.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.877, 67, 154.80 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.879, 38, 8.78 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.882, 39, 7.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.886, 38, 9.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.990, 67, 151.97 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:47.993, 38, 8.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:47.997, 39, 7.34 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.001, 38, 9.69 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.105, 67, 140.07 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.107, 38, 8.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.110, 39, 7.21 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.114, 38, 9.74 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.217, 67, 153.35 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.220, 38, 8.63 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.223, 39, 7.07 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.226, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.330, 67, 140.48 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.334, 38, 8.76 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.338, 39, 7.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.341, 38, 9.86 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.444, 67, 149.89 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.448, 38, 8.73 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.451, 39, 7.20 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.454, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.558, 67, 141.32 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.560, 38, 8.70 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.564, 39, 7.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.567, 38, 9.47 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.671, 67, 151.10 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.681, 38, 8.59 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.684, 39, 7.14 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.688, 38, 9.88 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.791, 67, 150.79 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.797, 38, 8.89 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.801, 39, 7.52 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.805, 38, 9.49 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.908, 67, 143.29 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:48.911, 38, 8.92 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.914, 39, 7.40 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:48.917, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.021, 67, 149.50 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.023, 38, 8.82 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.027, 39, 7.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.030, 38, 9.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.133, 67, 144.91 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.139, 38, 8.95 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.142, 39, 7.45 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.146, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.249, 67, 149.36 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.253, 38, 8.71 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.256, 39, 7.22 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.259, 38, 9.60 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.363, 67, 146.54 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.366, 38, 8.75 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.369, 39, 7.44 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.373, 38, 9.58 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.476, 67, 146.82 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.481, 38, 8.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.484, 39, 7.16 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.487, 38, 9.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.591, 67, 144.06 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.593, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.597, 39, 7.43 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.600, 38, 9.64 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.703, 68, 150.57 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.706, 38, 8.83 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.709, 39, 7.32 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.712, 38, 9.79 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.816, 67, 143.28 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.821, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.825, 39, 7.35 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.828, 38, 9.65 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.932, 67, 151.28 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:49.934, 38, 8.84 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.937, 39, 7.38 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:49.941, 38, 9.93 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.044, 67, 139.29 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:50.046, 38, 8.66 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.050, 39, 7.41 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.053, 38, 9.87 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.157, 67, 151.92 W, 1890 MHz, 100 %, 6500 MHz, 1890 MHz
2024/05/07 21:16:50.159, 38, 9.00 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.163, 39, 7.30 W, 300 MHz, 0 %, 405 MHz, 300 MHz
2024/05/07 21:16:50.166, 38, 9.57 W, 300 MHz, 0 %, 405 MHz, 300 MHz
